100.002375877	87.719821707
0.882674866	1.30843659
0.951370832	1.315021178
0.559013285	1.185365248
0.373976187	0.534999045
1.451919801	13.871067287
1.547432863	12.434195515
16.222704491000002	100.002267851
0.125777258	0.298909403
100.001521595	100.002450423
17.522723565	100.000831376
6.754075147	67.980191455
12.706800563	20.293735888
5.99425078	24.670933237
11.591591848	41.848615434
34.055715616	100.002893208
3.596333152	17.575195595
13.893141482	97.551168182
43.952783008	100.001807525
7.340165033	55.493265656
