100.002375877	81.464233247
0.882674866	15.754367468
0.951370832	14.587419495
0.559013285	10.26154699
0.373976187	0.449588233
1.451919801	1.7481012169999999
1.547432863	1.616158963
16.222704491000002	100.002423886
0.125777258	0.112857277
100.001521595	100.001837471
17.522723565	23.594443061
6.754075147	6.613924829
12.706800563	33.087548169
5.99425078	5.870191485
11.591591848	7.36441945
34.055715616	47.69107817
3.596333152	5.336958333
13.893141482	18.033518812
43.952783008	29.67978795
7.340165033	10.668480381
