100.002375877	73.963451739
0.882674866	1.534134989
0.951370832	1.3001151819999999
0.559013285	0.945208494
0.373976187	0.546098638
1.451919801	8.553523862
1.547432863	7.929708373
16.222704491000002	100.039377033
0.125777258	1.151270631
100.001521595	100.003934567
17.522723565	100.004195674
6.754075147	100.006811861
12.706800563	50.850081732
5.99425078	7.293278071
11.591591848	9.221953797
34.055715616	71.099806052
3.596333152	5.129408989
13.893141482	9.295788116
43.952783008	57.295972945
7.340165033	10.738051688
